e0 r0 e921
e61 r1 e0
e0 r3 e700
e0 r4 e834
e1066 r0 e921
e61 r1 e1066
e1066 r3 e700
e1066 r4 e834
e72 r0 e921
e61 r1 e72
e72 r3 e903
e72 r4 e834
e289 r0 e921
e61 r1 e289
e289 r3 e903
e289 r4 e834
e786 r0 e921
e61 r1 e786
e786 r3 e901
e786 r4 e834
e62 r0 e921
e61 r1 e62
e62 r3 e901
e62 r4 e834
e275 r0 e921
e61 r1 e275
e275 r3 e761
e275 r4 e834
e245 r0 e921
e61 r1 e245
e245 r3 e761
e245 r4 e834
e809 r0 e921
e61 r1 e809
e809 r3 e787
e809 r4 e667
e138 r0 e921
e61 r1 e138
e138 r3 e787
e138 r4 e667
e310 r0 e921
e61 r1 e310
e310 r3 e859
e310 r4 e834
e912 r0 e921
e61 r1 e912
e912 r3 e859
e912 r4 e667
e684 r0 e921
e61 r1 e684
e684 r3 e510
e684 r4 e667
e104 r0 e921
e61 r1 e104
e104 r3 e510
e104 r4 e667
e57 r0 e921
e61 r1 e57
e57 r3 e724
e57 r4 e667
e437 r0 e921
e61 r1 e437
e437 r3 e724
e437 r4 e667
e612 r0 e921
e61 r1 e612
e612 r3 e984
e612 r4 e667
e899 r0 e921
e61 r1 e899
e899 r3 e984
e899 r4 e834
e415 r0 e921
e61 r1 e415
e415 r3 e886
e415 r4 e834
e311 r0 e921
e61 r1 e311
e311 r3 e886
e311 r4 e834
e482 r0 e921
e61 r1 e482
e482 r3 e777
e482 r4 e667
e1053 r0 e921
e61 r1 e1053
e1053 r3 e777
e1053 r4 e667
e742 r0 e921
e61 r1 e742
e742 r3 e708
e742 r4 e834
e15 r0 e921
e61 r1 e15
e15 r3 e708
e15 r4 e834
e357 r0 e921
e61 r1 e357
e357 r3 e47
e357 r4 e667
e56 r0 e921
e61 r1 e56
e56 r3 e47
e56 r4 e834
e388 r0 e921
e61 r1 e388
e388 r3 e354
e388 r4 e667
e250 r0 e921
e61 r1 e250
e250 r3 e354
e250 r4 e834
e41 r0 e921
e61 r1 e41
e41 r3 e457
e41 r4 e834
e78 r0 e921
e61 r1 e78
e78 r3 e457
e78 r4 e834
e806 r0 e921
e61 r1 e806
e806 r3 e384
e806 r4 e834
e374 r0 e921
e61 r1 e374
e374 r3 e384
e374 r4 e834
e390 r0 e921
e61 r1 e390
e390 r3 e572
e390 r4 e834
e111 r0 e921
e61 r1 e111
e111 r3 e572
e111 r4 e834
e795 r0 e921
e61 r1 e795
e795 r3 e927
e795 r4 e834
e1059 r0 e921
e61 r1 e1059
e1059 r3 e927
e1059 r4 e834
e493 r0 e921
